Unnamed: 0,user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
92978,derrick-j,10.686,55.161,11.556,7.0,11.006,406.0,10.907,4.0,11.6,86.0,10.246,132.0
92979,derrick-j,11.051,64.27,8.384,25.0,8.796,1056.0,8.939,13.0,11.2,243.0,10.596,355.0
92980,derrick-j,22.919,-34.706,46.781,12.0,16.352,464.0,39.216,1.0,39.6,85.0,21.974,156.0
92981,derrick-j,14.068,49.897,13.96,33.0,9.88,1146.0,13.283,9.0,16.4,253.0,13.488,384.0
92982,derrick-j,18.774,6.723,27.39,15.0,14.925,506.0,24.37,2.0,25.2,97.0,18.0,173.0
92983,derrick-j,8.239,61.656,6.459,4.0,9.073,292.0,7.84,5.0,7.2,64.0,7.899,100.0
92984,derrick-j,11.741,57.439,8.589,50.0,10.281,1692.0,9.403,22.0,11.6,368.0,11.257,576.0
92985,derrick-j,29.618,-77.083,67.518,43.0,15.399,1356.0,55.81,2.0,57.6,256.0,28.397,466.0
92986,derrick-j,20.028,18.771,21.389,70.0,13.517,1543.0,20.268,8.0,24.0,310.0,19.202,545.0
92987,derrick-j,21.194,-27.024,44.671,10.0,15.589,437.0,37.4,1.0,37.6,82.0,20.321,146.0
92988,derrick-j,16.527,23.876,21.074,33.0,14.426,1129.0,19.038,6.0,20.4,220.0,15.845,379.0
92989,derrick-j,22.919,-30.504,46.307,12.0,16.385,459.0,38.382,1.0,39.2,84.0,21.974,151.0
92990,derrick-j,15.47,25.197,19.174,14.0,14.552,505.0,17.86,3.0,18.4,98.0,14.832,172.0
92991,derrick-j,15.47,24.333,19.222,14.0,14.612,506.0,17.981,3.0,18.4,98.0,14.832,173.0
92992,derrick-j,21.194,-26.744,46.282,10.0,15.729,455.0,38.106,1.0,38.4,85.0,20.321,148.0
92993,derrick-j,22.919,-33.711,46.947,12.0,16.56,467.0,39.078,1.0,39.6,85.0,21.974,155.0
92994,derrick-j,11.741,53.604,11.879,25.0,11.383,1134.0,11.135,11.0,12.4,237.0,11.257,368.0
92995,derrick-j,15.903,24.649,18.858,15.0,13.947,500.0,18.019,3.0,19.2,99.0,15.247,174.0
92996,derrick-j,15.903,23.795,18.905,15.0,14.007,501.0,18.139,3.0,19.2,99.0,15.247,175.0
92997,derrick-j,16.322,22.94,18.953,16.0,14.066,502.0,18.258,3.0,19.6,99.0,15.649,176.0
92998,derrick-j,19.287,-22.415,43.592,8.0,15.491,425.0,36.26,1.0,36.0,80.0,18.492,140.0
92999,derrick-j,11.208,58.282,10.266,8.0,10.488,366.0,10.037,4.0,11.6,79.0,10.746,120.0
93000,derrick-j,21.194,-30.504,45.97,10.0,15.964,453.0,38.382,1.0,38.0,84.0,20.321,151.0
93001,derrick-j,22.076,-29.496,46.139,11.0,16.174,456.0,38.241,1.0,38.8,84.0,21.166,150.0
93002,derrick-j,15.151,33.407,14.899,31.0,12.017,910.0,15.201,7.0,16.8,186.0,14.526,322.0
93003,derrick-j,18.878,8.293,22.317,38.0,18.023,959.0,20.4,5.0,22.0,167.0,18.1,325.0
93004,derrick-j,10.477500000000001,33.06025,9.47125,112.0,9.39375,3034.0,9.286249999999999,29.0,11.2,606.0,10.0455,1029.0
93005,derrick-j,10.355,66.398,8.277,8.0,7.093,430.0,9.265,5.0,11.2,106.0,9.928,149.0
93006,derrick-j,10.126,67.755,4.98,3.0,7.723,104.0,6.79,2.0,9.6,24.0,9.708,36.0
93007,derrick-j,14.837,41.897,13.063,21.0,12.704,546.0,12.831,5.0,16.0,109.0,14.225,184.0
93008,derrick-j,21.194,-26.744,46.227,10.0,15.66,454.0,38.106,1.0,38.4,85.0,20.321,148.0
93009,derrick-j,17.354,32.014,20.178,31.0,12.472,912.0,18.234,5.0,21.6,190.0,16.638,306.0
93010,derrick-j,16.219,29.561,18.76,21.0,15.388,646.0,16.713,4.0,18.8,122.0,15.55,211.0
93011,derrick-j,10.126,67.607,6.405,15.0,8.817,592.0,7.084,10.0,9.6,131.0,9.708,195.0
93012,derrick-j,9.607,57.11,6.981,9.0,9.957,410.0,8.381,7.0,8.8,87.0,9.211,141.0
93013,derrick-j,9.236,56.978,6.912,8.0,9.514,422.0,8.542,7.0,8.4,91.0,8.855,147.0
93014,derrick-j,29.308,-81.445,69.166,42.0,15.583,1396.0,57.163,2.0,58.8,262.0,28.1,481.0
93015,derrick-j,12.603,57.212,9.67,11.0,9.742,356.0,10.186,4.0,12.8,79.0,12.083,121.0
93016,derrick-j,13.428,43.157,15.139,39.0,12.726,1559.0,13.678,12.0,14.8,311.0,12.874,505.0
93017,derrick-j,22.076,-26.744,46.449,11.0,15.937,458.0,38.106,1.0,38.8,85.0,21.166,148.0
93018,derrick-j,14.424,42.104,12.134,43.0,11.189,1169.0,12.942,11.0,15.6,246.0,13.829,413.0
93019,derrick-j,14.555,40.798,13.601,32.0,10.829,971.0,13.997,8.0,16.0,207.0,13.954,342.0
93020,derrick-j,22.076,-29.981,46.653,11.0,15.568,458.0,38.806,1.0,39.2,86.0,21.166,152.0
93021,derrick-j,21.194,-27.332,46.703,10.0,15.004,455.0,38.685,1.0,39.2,87.0,20.321,150.0
93022,derrick-j,19.287,-23.758,46.005,8.0,15.382,450.0,37.689,1.0,37.6,85.0,18.492,145.0
93023,derrick-j,19.287,-24.415,46.432,8.0,14.666,450.0,38.278,1.0,38.4,87.0,18.492,147.0
93024,derrick-j,12.688,50.171,7.879,28.0,10.661,633.0,9.516,10.0,13.6,131.0,12.165,222.0
93025,derrick-j,12.839,48.524,8.609,26.0,11.219,606.0,9.886,9.0,13.6,123.0,12.309,210.0
93026,derrick-j,22.919,-26.824,44.539,12.0,16.05,438.0,37.123,1.0,38.0,81.0,21.974,145.0
93027,derrick-j,13.024,39.332,14.149,6.0,12.061,245.0,13.984,2.0,14.8,50.0,12.487,84.0
93028,derrick-j,21.194,-24.736,44.248,10.0,15.686,433.0,36.832,1.0,37.2,81.0,20.321,143.0
93029,derrick-j,20.267,-5.743,39.943,18.0,12.177,741.0,33.438,2.0,35.6,156.0,19.432,246.0
93030,derrick-j,10.504,66.1,4.527,5.0,8.032,123.0,6.276,3.0,10.8,27.0,10.071,42.0
93031,derrick-j,12.458,47.459,11.146,32.0,10.702,1186.0,11.898,12.0,13.2,254.0,11.944,414.0
93032,derrick-j,15.208,42.797,12.594,76.0,12.471,1794.0,12.565,17.0,16.8,361.0,14.581,608.0
93033,derrick-j,18.244,21.862,23.419,21.0,14.024,638.0,20.644,3.0,23.2,126.0,17.491,212.0
93034,derrick-j,11.602,49.957,8.158,11.0,10.697,329.0,9.67,5.0,11.6,68.0,11.124,115.0
93035,derrick-j,10.231,57.248,9.807,17.0,11.065,932.0,9.723,11.0,10.0,197.0,9.809,306.0
93036,derrick-j,12.341,53.113,10.086,26.0,10.544,896.0,10.646,10.0,12.8,193.0,11.832,306.0
93037,derrick-j,5.604,26.8565,4.6275,4.0,5.3155,163.0,5.0575,2.0,5.6,35.0,5.373,56.0
93038,derrick-j,9.726,53.47,5.535,4.0,9.96,96.0,7.375,3.0,10.8,19.0,9.325,33.0
93039,derrick-j,5.6875,31.035,4.6375,25.0,4.442,1064.0,4.8265,12.0,6.0,244.0,5.453,358.0
93040,derrick-j,16.887,33.185,15.08,58.0,12.537,1300.0,15.115,10.0,19.2,261.0,16.191,454.0
93041,derrick-j,12.603,51.648,9.893,22.0,11.506,668.0,10.372,8.0,12.8,139.0,12.083,226.0
93042,derrick-j,21.194,-25.993,44.728,10.0,15.661,438.0,37.256,1.0,37.6,82.0,20.321,145.0
93043,derrick-j,9.957,64.345,9.507,10.0,9.472,620.0,9.218,7.0,10.4,139.0,9.547,201.0
93044,derrick-j,11.208,60.583,11.148,24.0,9.245,1247.0,10.647,12.0,12.4,282.0,10.746,408.0
93045,derrick-j,15.248,34.31,18.493,27.0,14.429,970.0,16.299,6.0,18.0,189.0,14.619,314.0
93046,derrick-j,4.421,24.74,1.368,1.0,2.647,23.0,3.8,1.0,5.0,5.0,4.2385,9.0
93047,derrick-j,5.4245,31.997,3.283,42.0,4.69,1329.0,3.722,23.0,5.2,288.0,5.201,443.0
93048,derrick-j,5.378,33.158,3.405,41.0,4.2855,1473.0,3.7815,23.0,5.2,329.0,5.1565,490.0
93049,derrick-j,10.934,62.857,8.667,28.0,9.457,1217.0,9.013,15.0,11.2,273.0,10.483,405.0
93050,derrick-j,13.817,47.662,14.96,42.0,9.229,1670.0,14.747,12.0,16.8,393.0,13.247,585.0
93051,derrick-j,21.194,-25.993,44.671,10.0,15.589,437.0,37.256,1.0,37.6,82.0,20.321,145.0
93052,derrick-j,15.616,31.862,14.282,43.0,15.006,999.0,13.922,9.0,17.2,185.0,14.972,337.0
93053,derrick-j,22.076,-28.489,45.634,11.0,15.543,447.0,38.101,1.0,38.8,84.0,21.166,149.0
93054,derrick-j,23.727,-33.215,45.418,13.0,16.523,450.0,38.263,1.0,38.8,82.0,22.748,152.0
93055,derrick-j,22.919,-30.302,45.436,12.0,15.921,447.0,38.105,1.0,38.8,83.0,21.974,150.0
93056,derrick-j,21.194,-23.929,44.786,10.0,15.733,439.0,36.968,1.0,37.6,82.0,20.321,143.0
93057,derrick-j,19.287,12.535,23.182,16.0,15.29,417.0,21.324,2.0,23.6,79.0,18.492,144.0
93058,derrick-j,14.385,48.558,12.364,66.0,10.049,1910.0,12.609,17.0,15.6,419.0,13.792,660.0
93059,derrick-j,15.58,39.052,15.363,38.0,11.703,1084.0,14.768,8.0,17.6,224.0,14.937,369.0
93060,derrick-j,13.024,55.405,10.034,21.0,10.042,638.0,10.5,7.0,14.0,140.0,12.487,217.0
93061,derrick-j,15.248,41.252,14.063,27.0,11.224,747.0,14.006,6.0,17.2,157.0,14.619,258.0
93062,derrick-j,11.645,61.269,9.54,20.0,9.284,806.0,9.737,9.0,12.0,182.0,11.165,269.0
93063,derrick-j,9.0675,15.197,8.6715,69.0,6.0885,1558.0,8.584,10.0,10.6,328.0,8.6935,555.0
93064,derrick-j,10.497,38.20475,9.577,123.0,7.50875,3936.0,9.37025,34.0,11.6,868.0,10.064,1330.0
93065,derrick-j,10.427999999999999,38.82525,9.415,124.0,7.4967500000000005,3978.0,9.208,35.0,11.5,877.0,9.99825,1341.0
93066,derrick-j,7.169,86.45,4.709,1.0,7.386,41.0,2.195,2.0,6.4,8.0,6.873,11.0
93067,derrick-j,11.208,64.17,9.638,28.0,9.323,1264.0,9.366,14.0,11.6,285.0,10.746,411.0
93068,derrick-j,8.085,49.419,5.27625,93.0,6.432,3454.0,5.99775,53.0,7.9,791.0,7.7517499999999995,1169.0
93069,derrick-j,7.169,86.45,4.709,1.0,7.386,41.0,2.195,2.0,6.4,8.0,6.873,11.0
93070,derrick-j,22.919,-28.056,45.13,12.0,16.164,445.0,37.544,1.0,38.4,82.0,21.974,147.0
93071,derrick-j,13.348,43.978,11.9,16.0,15.251,419.0,10.951,5.0,14.0,77.0,12.798,134.0
93072,derrick-j,8.842,70.078,5.533,5.0,8.915,254.0,6.267,5.0,7.6,56.0,8.477,83.0
93073,derrick-j,13.348,35.687,17.784,16.0,12.855,793.0,16.38,5.0,16.4,163.0,12.798,266.0
93074,derrick-j,6.2515,23.485,5.94,35.0,5.7425,1335.0,6.0105,13.0,6.6,278.0,5.9935,454.0
93075,derrick-j,12.745,40.436,15.391,17.0,11.738,814.0,14.575,6.0,15.2,168.0,12.22,274.0
93076,derrick-j,8.45125,47.79275,5.898999999999999,93.0,6.257,3458.0,6.50425,53.0,8.6,792.0,8.103,1168.0
93077,derrick-j,7.0115,24.328,6.3045,40.0,5.437,1231.0,6.195,11.0,7.6,262.0,6.7225,415.0
93078,derrick-j,18.599,3.345,29.763,22.0,13.828,830.0,26.456,3.0,27.2,165.0,17.832,288.0
93079,derrick-j,4.0105,35.148,2.764,11.0,3.9125,844.0,3.3335,15.0,3.4,194.0,3.845,283.0
93080,derrick-j,19.287,-19.802,44.211,8.0,15.015,429.0,36.392,1.0,36.4,82.0,18.492,139.0
93081,derrick-j,21.194,-24.186,45.095,10.0,15.495,441.0,37.252,1.0,38.0,83.0,20.321,144.0
93082,derrick-j,20.267,-22.446,45.298,9.0,15.122,441.0,37.258,1.0,37.6,84.0,19.432,143.0
93083,derrick-j,22.076,-24.961,44.843,11.0,15.805,440.0,37.112,1.0,38.0,82.0,21.166,144.0
93084,derrick-j,22.919,-30.875,44.534,12.0,16.669,441.0,37.44,1.0,38.0,80.0,21.974,148.0
93085,derrick-j,12.162,57.728,9.376,15.0,10.156,508.0,9.803,6.0,12.4,111.0,11.66,171.0
93086,derrick-j,15.903,24.33,17.626,10.0,15.159,293.0,16.573,2.0,18.0,54.0,15.247,99.0
93087,derrick-j,24.504,-36.162,45.24,14.0,17.552,453.0,38.178,1.0,38.8,80.0,23.494,153.0
93088,derrick-j,12.368,58.625,9.503,34.0,9.906,1129.0,9.841,13.0,12.8,249.0,11.858,379.0
93089,derrick-j,17.506,33.111,18.122,57.0,11.29,1481.0,17.529,9.0,20.8,322.0,16.784,523.0
93090,derrick-j,17.506,33.111,18.107,57.0,11.272,1480.0,17.529,9.0,20.8,322.0,16.784,523.0
93091,derrick-j,15.97,28.357,13.771,96.0,14.583,2046.0,14.325,19.0,18.0,384.0,15.312,717.0
93092,derrick-j,6.984,22.2435,6.893,36.0,5.3655,1234.0,6.8065,10.0,7.8,264.0,6.696,423.0
93093,derrick-j,11.342,55.292,9.008,31.0,10.718,1182.0,9.737,15.0,11.2,253.0,10.874,402.0
93094,derrick-j,12.162,47.458,10.02,35.0,11.006,1218.0,11.218,14.0,12.4,258.0,11.66,429.0
93095,derrick-j,19.142,17.279,21.699,55.0,13.124,1375.0,20.786,7.0,23.6,280.0,18.353,493.0
93096,derrick-j,8.364,16.266,8.7765,51.0,6.679,1396.0,8.253,9.0,9.8,282.0,8.019,475.0
93097,derrick-j,18.397,19.169,21.521,50.0,12.812,1365.0,20.558,7.0,22.8,281.0,17.639,488.0
93098,derrick-j,12.745,48.997,14.55,17.0,10.687,784.0,13.381,6.0,15.2,168.0,12.22,257.0
93099,derrick-j,13.348,45.611,16.653,16.0,11.316,755.0,15.046,5.0,16.4,164.0,12.798,248.0
93100,derrick-j,15.616,31.435,13.592,43.0,14.838,940.0,13.705,9.0,17.2,175.0,14.972,322.0
93101,derrick-j,17.879,22.021,17.094,40.0,15.327,840.0,16.564,6.0,20.0,154.0,17.142,289.0
93102,derrick-j,17.879,22.021,17.094,40.0,15.327,840.0,16.564,6.0,20.0,154.0,17.142,289.0
93103,derrick-j,11.578,53.366,9.82,35.0,10.634,1388.0,10.443,16.0,11.6,298.0,11.101,474.0
93104,derrick-j,12.745,50.785,9.91,17.0,8.844,566.0,11.558,6.0,13.6,130.0,12.22,206.0
93105,derrick-j,13.348,47.379,11.932,16.0,10.915,527.0,12.216,5.0,14.4,112.0,12.798,181.0
93106,derrick-j,19.287,-20.834,44.211,8.0,15.015,429.0,36.536,1.0,36.4,82.0,18.492,140.0
93107,derrick-j,14.555,38.643,16.158,12.0,11.196,440.0,15.819,3.0,17.6,96.0,13.954,154.0
93108,derrick-j,14.555,41.864,13.504,16.0,10.316,488.0,14.003,4.0,16.4,106.0,13.954,173.0
93109,derrick-j,11.261,29.52425,10.732,146.0,8.47325,3419.0,10.87125,25.0,12.8,696.0,10.7965,1208.0
93110,derrick-j,11.61075,23.5845,13.06325,145.0,8.818,3369.0,12.82025,24.0,14.7,682.0,11.132,1191.0
93111,derrick-j,12.162,51.199,13.822,5.0,8.9,260.0,13.819,2.0,15.6,62.0,11.66,91.0
93112,derrick-j,17.354,23.945,19.209,31.0,14.512,844.0,18.068,5.0,20.0,164.0,16.638,290.0
93113,derrick-j,9.865,12.1815,8.9735,76.0,6.6825,1431.0,8.9195,9.0,11.6,289.0,9.458,512.0
93114,derrick-j,9.1755,15.5555,8.7435,71.0,5.8665,1580.0,8.6585,10.0,10.8,338.0,8.7975,565.0
93115,derrick-j,11.208,52.012,15.715,6.0,8.142,439.0,14.948,3.0,16.4,108.0,10.746,151.0
93116,derrick-j,9.34,70.051,8.193,13.0,9.104,862.0,7.915,11.0,9.2,196.0,8.954,275.0
93117,derrick-j,23.727,-34.136,45.237,13.0,16.922,450.0,38.143,1.0,38.8,81.0,22.748,152.0
93118,derrick-j,6.58,25.504,6.89,37.0,5.409,1477.0,6.333,12.0,7.4,315.0,6.309,481.0
93119,derrick-j,15.382,37.967,12.965,23.0,12.332,549.0,13.479,5.0,16.8,111.0,14.747,192.0
93120,derrick-j,9.510000000000002,42.83525,8.54125,84.0,6.5649999999999995,3176.0,8.58475,30.0,10.5,733.0,9.117750000000001,1079.0
93121,derrick-j,14.555,43.338,10.507,8.0,13.072,152.0,10.817,2.0,16.4,29.0,13.954,51.0
93122,derrick-j,10.355,54.971,6.711,8.0,10.388,268.0,8.374,5.0,10.0,56.0,9.928,93.0
93123,derrick-j,17.833,19.152,19.861,53.0,15.045,1393.0,18.848,8.0,20.8,266.0,17.098,484.0
93124,derrick-j,13.78,42.393,12.824,73.0,12.637,2249.0,12.67,21.0,14.8,450.0,13.212,759.0
93125,derrick-j,23.727,-2.029,25.963,65.0,16.83,1180.0,24.125,5.0,28.8,213.0,22.748,417.0
93126,derrick-j,25.98,-11.908,30.594,64.0,17.213,1149.0,27.652,4.0,32.8,205.0,24.909,404.0
93127,derrick-j,14.837,47.271,11.954,42.0,10.441,1073.0,12.43,10.0,16.4,232.0,14.225,373.0
93128,derrick-j,14.139,46.48,12.235,26.0,12.526,712.0,11.851,7.0,15.2,143.0,13.556,236.0
93129,derrick-j,19.714,-0.71,25.48,59.0,17.584,1604.0,23.402,7.0,24.0,283.0,18.901,557.0
93130,derrick-j,16.527,33.708,18.445,44.0,12.336,1328.0,17.191,8.0,19.6,278.0,15.845,453.0
93131,derrick-j,22.919,-32.047,44.946,12.0,16.559,445.0,37.852,1.0,38.0,81.0,21.974,150.0
93132,derrick-j,9.726,59.28,7.205,12.0,8.839,597.0,8.635,9.0,9.2,132.0,9.325,207.0
93133,derrick-j,12.563,51.491,9.888,30.0,10.2,981.0,10.91,11.0,13.2,214.0,12.045,343.0
93134,derrick-j,11.022,64.487,9.438,21.0,8.159,1017.0,9.685,11.0,11.6,240.0,10.568,341.0
93135,derrick-j,10.461,68.516,7.937,28.0,7.934,1369.0,8.467,17.0,10.8,326.0,10.029,458.0
93136,derrick-j,8.561,16.114,9.013,42.0,5.7835,1143.0,8.7475,7.0,10.4,246.0,8.208,404.0
93137,derrick-j,14.906,38.028,18.809,17.0,12.167,679.0,16.836,4.0,18.4,143.0,14.292,224.0
93138,derrick-j,6.4525,23.258,6.132,41.0,5.4995,1515.0,6.2335,14.0,6.8,321.0,6.1865,520.0
93139,derrick-j,13.257,49.18,11.995,22.0,11.064,738.0,11.936,7.0,14.4,156.0,12.71,249.0
93140,derrick-j,21.194,-28.76,44.298,10.0,16.374,437.0,37.145,1.0,36.8,80.0,20.321,146.0
93141,derrick-j,9.8265,37.6465,10.622250000000001,74.0,7.88875,3035.0,9.916,24.0,11.4,663.0,9.421,1005.0
93142,derrick-j,10.126,63.766,3.265,6.0,6.705,126.0,6.104,4.0,11.2,28.0,9.708,45.0
93143,derrick-j,9.122,10.167,12.0675,35.0,6.7715,1101.0,10.702,5.0,11.8,221.0,8.7455,370.0
93144,derrick-j,11.855,53.281,10.34,28.0,10.112,1124.0,10.92,12.0,12.4,246.0,11.367,386.0
93145,derrick-j,14.906,38.386,16.142,17.0,13.772,545.0,14.427,4.0,16.8,105.0,14.292,176.0
93146,derrick-j,13.428,37.782,15.635,13.0,13.451,529.0,14.386,4.0,14.8,103.0,12.874,174.0
93147,derrick-j,13.559,45.335,13.158,20.0,12.177,674.0,12.608,6.0,14.4,137.0,13.0,224.0
93148,derrick-j,10.504,59.364,10.13,15.0,9.189,856.0,10.334,9.0,11.2,194.0,10.071,288.0
93149,derrick-j,11.208,60.705,7.335,2.0,10.668,58.0,7.773,1.0,11.2,12.0,10.746,19.0
93150,derrick-j,11.362,56.212,8.512,27.0,10.687,966.0,9.375,13.0,11.2,207.0,10.894,329.0
93151,derrick-j,5.0175,31.092,4.421,19.0,3.9625,1146.0,4.9015,13.0,5.4,273.0,4.811,398.0
93152,derrick-j,6.742,86.917,2.366,2.0,4.83,219.0,3.968,5.0,5.6,57.0,6.464,73.0
93153,derrick-j,7.794,73.992,4.929,2.0,9.37,110.0,4.843,3.0,6.0,23.0,7.472,34.0
93154,derrick-j,17.122,26.634,18.222,24.0,14.184,626.0,16.935,4.0,19.6,119.0,16.416,211.0
93155,derrick-j,10.126,72.83,5.62,3.0,9.65,70.0,4.84,2.0,11.2,14.0,9.708,21.0
93156,derrick-j,10.437,51.154,10.023,18.0,12.382,825.0,9.76,11.0,10.0,161.0,10.006,268.0
93157,derrick-j,22.076,-29.817,44.475,11.0,16.595,440.0,37.293,1.0,37.2,80.0,21.166,147.0
93158,derrick-j,24.504,-35.278,45.59,14.0,16.739,453.0,38.551,1.0,39.6,82.0,23.494,154.0
93159,derrick-j,11.208,61.47,9.051,32.0,10.923,1252.0,8.816,16.0,11.2,266.0,10.746,404.0
93160,derrick-j,11.538,50.631,7.863,13.0,9.869,404.0,9.758,6.0,11.6,86.0,11.062,144.0
93161,derrick-j,16.404,28.923,18.821,27.0,12.901,843.0,17.821,5.0,19.6,173.0,15.728,292.0
93162,derrick-j,16.728,29.903,18.656,34.0,13.591,993.0,17.328,6.0,20.0,199.0,16.038,337.0
93163,derrick-j,13.596,45.581,10.977,47.0,12.65,1240.0,11.302,14.0,14.0,248.0,13.036,420.0
93164,derrick-j,14.444,46.315,10.979,51.0,10.983,1250.0,11.863,13.0,15.6,265.0,13.849,438.0
93165,derrick-j,7.342,20.786,6.736,45.0,6.1185,1267.0,6.6325,11.0,8.0,257.0,7.039,430.0
93166,derrick-j,17.11475,-26.964,40.5325,77.0,8.915000000000001,2765.0,33.579499999999996,7.0,35.699999999999996,588.0,16.409,936.0
93167,derrick-j,18.244,18.185,21.767,7.0,13.208,197.0,20.66,1.0,22.8,40.0,17.491,70.0
93168,derrick-j,20.737,15.234,27.41,57.0,12.345,1510.0,24.218,6.0,28.0,316.0,19.882,516.0
93169,derrick-j,6.4365,24.6905,6.211,32.0,5.0925,1237.0,6.2345,11.0,7.0,270.0,6.171,423.0
93170,derrick-j,17.025,28.183,16.175,71.0,15.532,1548.0,15.166,12.0,19.2,282.0,16.323,516.0
93171,derrick-j,11.741,48.244,8.999,25.0,10.793,862.0,10.686,11.0,11.6,184.0,11.257,308.0
93172,derrick-j,12.745,42.48,11.895,17.0,13.515,561.0,11.847,6.0,13.2,109.0,12.22,188.0
93173,derrick-j,12.032,50.154,10.413,17.0,12.212,596.0,10.558,7.0,12.4,121.0,11.536,199.0
93174,derrick-j,20.267,-14.295,40.54,9.0,16.677,397.0,33.14,1.0,33.6,72.0,19.432,126.0
93175,derrick-j,12.162,43.691,14.571,10.0,11.494,514.0,13.811,4.0,14.0,107.0,11.66,172.0
93176,derrick-j,8.842,95.165,0.997,1.0,2.993,37.0,2.47,1.0,8.0,10.0,8.477,12.0
93177,derrick-j,12.745,54.553,12.265,34.0,9.444,1359.0,11.964,12.0,14.4,305.0,12.22,456.0
93178,derrick-j,16.927,29.141,16.886,70.0,14.859,1677.0,15.654,12.0,19.2,312.0,16.229,558.0
93179,derrick-j,15.994,34.269,14.939,71.0,14.657,1677.0,14.051,14.0,17.6,314.0,15.335,556.0
93180,derrick-j,7.6545,19.0435,6.436,50.0,6.852,1129.0,6.435,11.0,8.2,218.0,7.3385,383.0
93181,derrick-j,17.643,27.51,17.206,71.0,15.145,1562.0,15.926,11.0,20.0,288.0,16.915,520.0
93182,derrick-j,8.239,80.637,3.475,8.0,5.091,513.0,5.291,10.0,7.6,132.0,7.899,176.0
93183,derrick-j,16.902,31.432,16.031,93.0,14.688,2101.0,14.977,16.0,18.8,393.0,16.205,699.0
93184,derrick-j,14.555,37.938,12.145,12.0,14.349,275.0,12.274,3.0,16.0,52.0,13.954,93.0
93185,derrick-j,16.927,29.141,16.886,70.0,14.859,1677.0,15.654,12.0,19.2,312.0,16.229,558.0
93186,derrick-j,12.745,54.778,12.168,34.0,9.376,1351.0,11.912,12.0,14.4,304.0,12.22,454.0
93187,derrick-j,19.287,-14.174,40.406,8.0,17.134,397.0,32.875,1.0,32.8,71.0,18.492,125.0
93188,derrick-j,20.267,-17.058,41.944,9.0,16.556,412.0,34.271,1.0,34.8,75.0,19.432,131.0
93189,derrick-j,21.194,-18.04,41.666,10.0,16.834,410.0,34.159,1.0,34.8,74.0,20.321,131.0
93190,derrick-j,15.903,35.507,16.48,20.0,12.225,590.0,16.008,4.0,18.8,124.0,15.247,205.0
93191,derrick-j,7.169,89.607,1.747,1.0,5.119,55.0,2.376,2.0,5.2,13.0,6.873,17.0
93192,derrick-j,3.129,94.511,-3.531,0.0,-3.606,24.0,0.946,2.0,1.2,7.0,3.0,9.0
93193,derrick-j,22.076,-27.869,44.539,11.0,16.05,438.0,37.269,1.0,37.6,81.0,21.166,146.0
93194,derrick-j,11.208,56.483,10.761,14.0,11.307,649.0,10.208,7.0,11.6,136.0,10.746,210.0
93195,derrick-j,7.169,70.34,-2.859,1.0,-2.764,25.0,4.318,2.0,6.8,7.0,6.873,11.0
93196,derrick-j,12.458,54.955,10.357,8.0,10.653,275.0,10.48,3.0,12.8,59.0,11.944,92.0
93197,derrick-j,14.068,48.22,12.622,11.0,11.611,328.0,12.165,3.0,15.2,68.0,13.488,109.0
93198,derrick-j,12.262,59.019,9.26,23.0,10.116,754.0,9.582,9.0,12.4,165.0,11.756,252.0
93199,derrick-j,13.024,42.545,11.298,3.0,14.122,84.0,11.3,1.0,13.6,16.0,12.487,28.0
93200,derrick-j,6.448,25.401,5.5225,38.0,5.0275,1304.0,5.8195,13.0,7.0,286.0,6.182,452.0
93201,derrick-j,14.265,48.376,11.835,19.0,11.044,520.0,11.977,5.0,15.6,110.0,13.677,177.0
93202,derrick-j,12.603,53.515,9.705,22.0,10.647,685.0,10.36,8.0,12.8,147.0,12.083,234.0
93203,derrick-j,20.737,7.232,26.432,57.0,13.311,1458.0,24.465,6.0,27.2,295.0,19.882,522.0
93204,derrick-j,11.538,60.109,8.351,13.0,10.75,435.0,8.726,6.0,11.2,93.0,11.062,144.0
93205,derrick-j,12.688,44.47,11.393,14.0,14.743,407.0,10.833,5.0,13.2,76.0,12.165,132.0
93206,derrick-j,7.6545,20.683,7.6985,50.0,6.157,1473.0,7.11,11.0,8.6,298.0,7.3385,486.0
93207,derrick-j,17.971,21.658,22.246,27.0,16.309,785.0,19.182,4.0,21.6,144.0,17.23,253.0
93208,derrick-j,21.194,4.198,33.388,10.0,12.11,308.0,28.822,1.0,32.0,65.0,20.321,105.0
93209,derrick-j,21.194,2.508,35.232,10.0,10.664,319.0,30.548,1.0,34.0,71.0,20.321,111.0
93210,derrick-j,3.129,108.268,3.323,0.0,6.341,43.0,-0.724,2.0,1.6,9.0,3.0,10.0
93211,derrick-j,9.1985,12.1325,11.707,50.0,5.8925,1494.0,10.598,7.0,12.0,319.0,8.8195,514.0
93212,derrick-j,9.1985,12.625,11.151,50.0,5.9115,1421.0,10.2455,7.0,11.8,303.0,8.8195,493.0
93213,derrick-j,17.122,28.306,16.965,24.0,15.896,544.0,15.398,4.0,19.2,98.0,16.416,178.0
93214,derrick-j,16.828,30.188,16.797,23.0,12.403,590.0,16.439,4.0,19.2,119.0,16.134,206.0
93215,derrick-j,15.151,41.853,11.184,31.0,11.747,664.0,12.284,7.0,16.4,137.0,14.526,235.0
