user,smogList,fleschRList,ariList,complexList,colemanList,charList,fleschKList,sentencesList,gunningList,wordsList,smogIList,syllablesList
derrick-j,8.239,86.727,1.664,4,4.578,149,2.951,5,7.2,36,7.899,48
derrick-j,13.024,40.377,12.653,27,13.733,902,12.43,9,13.6,174,12.487,302
derrick-j,7.453,19.013,9.088,17,4.9845,665,8.698,4,9.8,152,7.146,234
derrick-j,10.39,58.157,8.793,21,11.568,944,8.893,13,10,196,9.961,309
derrick-j,12.395,26.64275,14.48125,102,7.552,3241,13.7005,19,15.9,739,11.88375,1139
derrick-j,11.735,56.708,10.383,59,11.896,2246,9.755,26,11.6,461,11.251,720
derrick-j,10.126,66.795,6.298,3,10.122,63,5.433,2,12.4,12,9.708,19
derrick-j,26.856,-46.471,53.951,69,13.283,2059,45.64,4,48,417,25.749,727
derrick-j,16.114,29.479,14.333,31,15.209,663,14.199,6,18,122,15.45,226
derrick-j,3.129,99.055,6.653,0,3.067,23,-0.06,2,0.8,4,3,5
derrick-j,3.129,92.965,0.233,0,3.287,30,2.28,1,3.2,8,3,10
derrick-j,16.247,34.342,12.491,58,12.034,1170,13.867,11,18,239,15.577,425
derrick-j,18.463,-100.217,64.8405,35,7.4885,1322,52.034,1,53.2,253,17.702,450
derrick-j,17.122,14.499,17.113,6,15.142,141,17.696,1,19.6,26,16.416,51
derrick-j,6.427,87.803,2.276,1,1.177,38,1.675,3,5.6,8,6.162,11
derrick-j,3.129,100.24,-0.09,0,1.76,20,0.52,1,2,5,3,6
derrick-j,8.418,76.883,4.173,6,7.696,316,5.126,7,7.2,73,8.071,103
derrick-j,8.842,80.098,5.356,1,6.067,66,6.311,1,8.8,17,8.477,22
derrick-j,14.555,36.88,17.531,4,12.914,156,16.065,1,17.6,32,13.954,52
derrick-j,17.122,13.304,30.368,12,9.583,543,27.055,2,28.8,126,16.416,193
derrick-j,17.122,19.15,14.833,6,14.792,118,16.054,1,19.6,22,16.416,43
derrick-j,12.458,44.707,15.566,8,11.749,412,14.062,3,14.8,85,11.944,134
derrick-j,12.603,55.925,11.022,11,9.87,403,10.986,4,13.6,89,12.083,135
derrick-j,8.842,68.558,4.154,7,7.388,289,6.004,7,7.6,65,8.477,99
derrick-j,10.126,57.18,6.158,3,9.196,110,8.265,2,9.6,24,9.708,39
derrick-j,14.555,39.139,17.649,4,9.31,162,17.241,1,19.2,38,13.954,58
derrick-j,14.192,31.211,14.904,15,12.536,513,15.303,4,15.6,103,13.607,182
derrick-j,10.126,63.381,8.044,3,9.116,154,8.766,2,10,35,9.708,52
derrick-j,14.555,44.104,13.677,12,10.637,368,13.65,3,16.4,79,13.954,127
derrick-j,15.58,29.173,14.944,19,15.087,471,14.594,4,16.8,87,14.937,160
derrick-j,9.024,60.086375,6.687125,227,6.889625,10898,7.183,148,9.2,2575,8.651875,3638
derrick-j,3.129,106.597,-2.186,0,-1.923,26,-0.739,2,1.2,7,3,8
derrick-j,11.602,55.833,9.623,11,11.528,404,9.645,5,11.6,84,11.124,133
derrick-j,10.126,61.665,9.157,3,10.196,165,9.13,2,10.4,36,9.708,54
derrick-j,13.024,45.472,14.101,3,10.126,128,13.873,1,15.2,28,12.487,44
derrick-j,11.208,56.275,9.971,34,9.521,1573,10.554,17,11.6,352,10.746,539
derrick-j,13.295,53.225,12.611,38,8.992,1410,12.502,12,14.8,322,12.747,481
derrick-j,12.745,55.204,9.203,17,9.731,509,10.238,6,13.2,113,12.22,177
derrick-j,7.169,91.78,-0.561,1,1.171,39,1.7,2,6,10,6.873,13
derrick-j,21.194,-0.796,33.695,10,13.743,316,29.021,1,31.2,63,20.321,107
derrick-j,11.492,65.099,7.344,15,8.911,502,8.261,7,11.6,115,11.018,170
derrick-j,14.870125,28.617375,16.0285,325,9.28825,8922,15.459375,60,18.2,1939,14.256875,3148
derrick-j,13.024,45.063,12.419,9,12.19,315,12.274,3,14,64,12.487,106
derrick-j,15.58,32.681,14.849,19,14.187,484,14.415,4,17.2,92,14.937,164
derrick-j,20.267,10.752,27.712,9,13.765,256,24.429,1,27.2,51,19.432,87
derrick-j,12.162,51.883,18.183,10,8.414,666,16.084,4,18.4,162,11.66,218
derrick-j,12.458,52.867,9.916,24,10.937,777,10.44,9,12.8,165,11.944,264
derrick-j,3.129,90.99,-1.09,0,-2.24,24,1.313,2,1.2,6,3,8
derrick-j,6.692,26.9495,5.678,58,5.4825,1796,5.5,18,7.2,381,6.416,592
derrick-j,12.162,60.854,9.365,10,8.423,364,10.05,4,12.8,85,11.66,125
derrick-j,10.504,60.452,13.771,5,12.005,357,10.873,3,12,73,10.071,105
derrick-j,12.01,60.113,8.673,29,8.86,1002,9.636,12,12.4,230,11.515,346
derrick-j,11.912,60.265,8.586,26,8.742,915,9.619,11,12.4,211,11.421,317
derrick-j,10.126,72.324,7.24,3,10.236,119,6.277,2,9.6,25,9.708,36
derrick-j,9.726,60.715,9.337,4,10.838,244,9.097,3,9.6,52,9.325,79
derrick-j,12.215,56.019,8.559,43,9.998,1324,9.698,17,12.4,291,11.711,459
derrick-j,18.244,10.197,21.12,7,13.65,190,21.277,1,22.4,38,17.491,71
derrick-j,11.208,40.296,9.434,6,13.501,186,10.537,3,11.2,35,10.746,64
derrick-j,12.688,47.888,12.446,14,11.307,544,12.244,5,13.6,114,12.165,183
derrick-j,14.375,45.404,12.062,31,11.405,838,12.361,8,15.2,175,13.782,288
derrick-j,15.903,36.966,14.378,40,12.269,992,14.345,8,17.6,201,15.247,343
derrick-j,14.385,43.02,12.598,66,12.218,1813,12.637,17,15.2,368,13.792,617
derrick-j,18.774,27.627,19.003,15,14.754,332,17.356,2,22,64,18,111
derrick-j,18.244,15.566,20.09,7,14.863,177,19.535,1,21.6,34,17.491,63
derrick-j,16.785,29.072,17.977,40,13.65,1110,17.083,7,19.6,222,16.093,382
derrick-j,6.335,27.934,4.99,53,5.036,1720,5.198,19,6.6,377,6.074,583
derrick-j,22.919,-7.56,29.652,12,18.068,276,26.238,1,29.2,48,21.974,94
derrick-j,14.068,45.533,10.267,22,11.27,529,11.504,6,14.8,111,13.488,187
derrick-j,12.01,51.122,8.928,29,10.638,941,10.311,12,12,202,11.515,331
derrick-j,13.16,56.534,12.202,37,9.626,1346,11.585,12,14.8,300,12.618,443
derrick-j,7.2775,23.261,8.081,36,5.3575,1328,7.4565,9,8.8,295,6.977,443
derrick-j,16.728,21.388,19.015,17,14.561,500,18.309,3,19.6,97,16.038,175
derrick-j,12.385,48.275,11.638,21,11.109,815,11.867,8,13.2,172,11.874,278
derrick-j,14.673,42.44,14.216,49,11.989,1481,13.613,12,16.4,303,14.068,497
derrick-j,18.244,6.496,29.959,7,12.823,277,26.514,1,27.6,57,17.491,96
derrick-j,19.287,3.078,33.31,8,12.638,309,28.729,1,30.4,64,18.492,105
derrick-j,13.024,26.971,21.012,3,11.639,191,19.683,1,19.2,41,12.487,67
derrick-j,13.024,17.188,28.849,3,12.686,266,24.525,1,24,55,12.487,87
derrick-j,10.914,64.45,6.966,13,8.706,485,8.245,7,10.8,112,10.464,167
derrick-j,14.555,42.786,12.291,16,11.77,422,12.695,4,15.6,87,13.954,146
derrick-j,20.267,6.441,25.365,18,16.145,461,22.919,2,25.2,85,19.432,158
derrick-j,17.971,16.733,20.035,27,16.201,690,18.813,4,20.8,127,17.23,237
derrick-j,8.239,84.377,1.795,4,4.742,150,3.279,5,7.2,36,7.899,49
derrick-j,18.599,23.243,16.573,22,12.382,436,17.305,3,21.6,88,17.832,160
derrick-j,16.785,25.418,17.976,40,14.452,1094,17.273,7,19.2,213,16.093,379
derrick-j,16.281,26.682,16.967,53,13.459,1459,16.593,10,18.4,284,15.61,508
derrick-j,17.122,25.147,18.75,48,14.126,1321,17.826,8,20,260,16.416,457
derrick-j,17.122,22.779,18.505,60,14.632,1612,17.833,10,20,312,16.416,562
derrick-j,15.309,38.436,16.461,50,12.054,1597,15.261,11,17.6,326,14.677,533
derrick-j,22.919,-35.074,51.985,12,14.732,508,42.497,1,44,98,21.974,165
derrick-j,14.555,24.049,24.813,4,13.266,227,21.333,1,21.6,46,13.954,74
derrick-j,10.65,42.9,7.656,26,12.446,542,8.915,15,12.8,99,10.211,184
derrick-j,11.208,37.258,11.298,2,14.122,84,12.038,1,11.2,16,10.746,29
derrick-j,15.359,36.458,15.858,55,12.74,1645,14.965,12,17.2,328,14.726,553
derrick-j,8.076,77.37,2.176,3,4.969,105,3.958,4,7.2,24,7.743,35
derrick-j,14.837,38.5,14.635,21,12.418,630,14.199,5,16.4,127,14.225,214
derrick-j,21.194,10.495,22.344,10,16.431,197,20.739,1,25.2,36,20.321,68
derrick-j,14.47,41.805,14.008,67,12.253,2047,13.493,17,16,415,13.874,688
derrick-j,14.555,22.844,23.194,4,14.368,210,20.259,1,20,41,13.954,69
derrick-j,25.254,-44.407,53.957,15,15.947,539,44.296,1,46,100,24.213,177
derrick-j,14.906,30.119,22.031,17,12.758,800,19.306,4,20.4,165,14.292,263
derrick-j,12.162,54.204,11.775,5,9.404,218,11.785,2,13.6,49,11.66,74
derrick-j,23.727,-49.116,58.299,13,14.499,571,47.686,1,48.8,111,22.748,188
derrick-j,25.254,-44.777,54.345,15,15.808,542,44.596,1,46,101,24.213,178
derrick-j,13.024,28.699,18.678,3,12.472,168,17.951,1,17.2,35,12.487,59
derrick-j,12.688,50.672,9.241,14,10.801,403,10.465,5,13.2,86,12.165,141
derrick-j,11.208,47.596,8.615,4,11.019,137,10.099,2,11.2,28,10.746,48
derrick-j,13.024,34.532,12.692,3,12.115,108,13.908,1,14,22,12.487,39
derrick-j,22.919,7.61,23.768,48,15.712,856,22.135,4,28,160,21.974,300
derrick-j,24.504,-45.555,54.992,14,15.366,545,45.201,1,46.4,103,23.494,180
derrick-j,7.4285,19.2215,5.891,59,6.2925,1357,6.362,14,8,272,7.122,478
derrick-j,10.981,63.98,8.253,17,8.369,735,9.083,9,11.2,172,10.528,251
derrick-j,11.004,64.955,7.709,19,8.634,760,8.572,10,10.8,176,10.55,258
derrick-j,24.504,-50.835,57.298,14,15.122,567,47.18,1,48,108,23.494,189
derrick-j,10.019,71.177,5.59,16,7.861,623,6.561,11,9.6,143,9.606,207
derrick-j,10.864,62.704,7.101,11,9.126,384,7.991,6,10.8,84,10.416,129
derrick-j,14.712,39.683,12.834,37,14.932,862,12.141,9,16,160,14.106,282
derrick-j,17.122,23.031,18.566,6,12.957,166,18.494,1,20.4,34,16.416,60
derrick-j,14.068,45.938,12.407,33,13.357,896,11.682,9,14.8,175,13.488,292
derrick-j,14.88,42.689,14.767,55,12.113,1669,13.802,13,16.8,340,14.266,553
derrick-j,18.599,22.909,22.322,44,13.173,1215,20.291,6,23.2,247,17.832,415
derrick-j,21.194,-33.419,48.1,10,16.126,477,39.782,1,39.6,88,20.321,157
derrick-j,21.194,-23.097,43.052,10,16.066,422,35.858,1,36,78,20.321,139
derrick-j,14.673,40.569,18.006,49,12.049,1948,16.13,12,18,412,14.068,640
derrick-j,15.402,42.531,15.1,60,11.663,1730,14.168,13,17.2,358,14.767,577
derrick-j,3.129,97.025,1.765,0,3.705,18,0.72,1,1.6,4,3,5
derrick-j,8.9165,13.3505,8.0355,53,6.9195,1082,7.997,8,10.2,208,8.549,378
derrick-j,15.359,42.133,15.169,55,11.878,1597,14.173,12,17.2,328,14.726,531
derrick-j,21.86,5.829,28.878,43,13.816,1071,25.675,4,29.2,213,20.958,370
derrick-j,13.943,45.992,15.627,43,12.242,1637,13.717,12,15.6,332,13.368,521
derrick-j,18.244,22.415,21.414,7,12.766,194,20.07,1,22.8,40,17.491,68
derrick-j,14.906,30.125,13.798,34,14.202,879,14.243,8,16,167,14.292,307
derrick-j,13.663,46.691,11.286,34,10.919,993,11.989,10,14.8,211,13.1,346
derrick-j,15.021,41.216,12.353,26,11.587,641,13.017,6,16.4,133,14.402,225
derrick-j,13.024,34.236,17.531,3,12.914,156,16.434,1,16.4,32,12.487,53
derrick-j,11.208,49.482,10.453,6,12.65,250,10.498,3,11.2,50,10.746,83
derrick-j,13.758,46.956,12.247,45,11.558,1377,12.175,13,14.8,286,13.19,465
derrick-j,22.919,-30.302,45.663,12,16.205,451,38.105,1,38.8,83,21.974,150
derrick-j,9.889,66.912,6.651,7,7.812,351,8.1,5,9.6,84,9.481,122
derrick-j,14.712,37.373,12.59,37,13.932,887,12.739,9,15.6,170,14.106,302
derrick-j,10.2685,7.2955,12.655,65,6.944,1623,11.326,7,13.2,322,9.845,554
derrick-j,17.379,27.27,18.025,56,13.671,1431,17.35,9,20,286,16.663,498
derrick-j,14.906,33.018,12.471,17,14.183,384,13.188,4,16.4,73,14.292,134
derrick-j,11.031,65.851,8.082,44,8.307,1850,8.762,23,11.2,434,10.576,625
derrick-j,5.746,30.8055,5.16,30,4.105,1397,5.252,14,6.4,329,5.509,472
derrick-j,16.322,21.372,19.859,16,14.574,526,18.725,3,19.6,102,15.649,182
derrick-j,16.322,20.543,19.997,16,14.747,529,18.841,3,19.6,102,15.649,183
derrick-j,24.504,-31.932,44.534,14,16.669,441,37.588,1,38.8,80,23.494,149
derrick-j,21.194,-25.78,44.597,10,16.122,439,36.978,1,37.2,81,20.321,144
derrick-j,20.267,15.801,25.963,63,13.632,1669,22.909,7,26,334,19.432,563
derrick-j,13.274,49.276,14.546,41,11.308,1675,13.094,13,15.2,351,12.727,540
derrick-j,14.697,39.703,14.351,41,13.252,1199,13.56,10,16,235,14.091,398
derrick-j,14.697,39.703,14.351,41,13.252,1199,13.56,10,16,235,14.091,398
derrick-j,16.322,4.486,31.585,16,13.189,881,27.457,3,26.8,179,15.649,300
derrick-j,12.262,52.277,10.302,23,10.307,833,10.964,9,12.8,181,11.756,287
derrick-j,9.516,49.77,7.958,5,12.792,177,8.367,4,9.2,33,9.124,58
derrick-j,16.648,35.039,16.003,28,11.878,706,15.577,5,19.2,145,15.961,244
derrick-j,22.919,-27.869,44.481,12,15.977,437,37.269,1,38,81,21.974,146
derrick-j,19.10175,-84.894,68.03925,84,9.3665,3568,55.14725,8,57,743,18.3145,1215
derrick-j,15.688,29.206,17.126,29,14.221,869,16.017,6,17.6,165,15.042,292
derrick-j,15.903,21.568,19.776,15,14.887,521,18.532,3,19.2,100,15.247,179
derrick-j,10.686,61.157,7.527,42,10.257,1491,7.969,24,10.4,313,10.246,490
derrick-j,3.129,121.22,-2.09,0,-22.24,4,-3.4,1,0.4,1,3,1
derrick-j,9.726,65.943,4.046,4,6.973,143,6.877,3,8.8,34,9.325,52
derrick-j,7.294,37.88475,6.872,23,6.797,1000,7.9565,10,7.9,238,6.993,351
derrick-j,15.47,25.424,18.807,14,14.509,494,17.663,3,18.4,96,14.832,169
derrick-j,13.817,30.168,20.373,7,10.528,371,19.361,2,19.6,83,13.247,132
derrick-j,6.9085,27.104,6.577,35,4.908,1202,6.1535,10,7.8,266,6.6235,395
derrick-j,11.208,65.641,8.767,22,8.57,939,9.027,11,11.6,218,10.746,312
derrick-j,11.208,65.278,8.645,24,8.565,1012,9.019,12,11.6,235,10.746,338
derrick-j,10.9485,31.72375,10.88675,113,8.59475,3353,10.593,28,12.5,707,10.49675,1146
derrick-j,11.3475,27.98575,12.30475,120,8.7965,3539,11.7385,29,13.7,741,10.87975,1211
derrick-j,7.169,56.755,4.297,1,0.122,21,5.84,2,10.8,4,6.873,7
derrick-j,13.384,48.876,12.537,29,11.156,992,12.211,9,14.4,209,12.832,332
derrick-j,6.742,93.777,0.356,2,2.942,139,1.968,5,4.8,36,6.464,45
derrick-j,7.169,86.45,-1.767,1,-0.713,30,2.195,2,6.4,8,6.873,11
derrick-j,6.608,26.8345,5.545,53,4.7435,1745,5.7435,17,7.2,391,6.3355,600
derrick-j,14.265,32.807,13.271,38,14.027,1052,13.677,10,15.2,201,13.677,365
derrick-j,15.382,38.052,12.776,23,12.595,534,13.268,5,16.8,107,14.747,186
derrick-j,11.208,64.203,5.996,8,7.805,259,8.155,4,10.8,62,10.746,93
derrick-j,12.385,49.35,9.42,42,11.752,1159,9.963,16,12.8,231,11.874,390
derrick-j,13.053125,33.687125,11.359625,304,10.443125,7934,11.874,73,14.3,1633,12.515,2790
derrick-j,12.458,46.495,14.486,16,11.857,759,13.233,6,14.4,156,11.944,247
derrick-j,7.554,87.816,1.818,3,4.269,188,3.396,5,6,48,7.243,62
derrick-j,13.663,40.174,16.328,17,12.41,728,15.208,5,16.4,152,13.1,244
derrick-j,9.957,71.568,7.371,10,9.033,500,7.323,7,9.6,114,9.547,160
derrick-j,7.554,77.452,3.18,3,6.723,182,4.543,5,6,42,7.243,60
derrick-j,15.719,42.031,13.566,68,10.215,1720,14.051,14,17.6,375,15.071,610
derrick-j,11.855,57.612,9.294,14,9.428,521,10.068,6,12,117,11.367,179
derrick-j,12.603,34.128,20.102,11,10.814,732,18.561,4,18.4,162,12.083,252
derrick-j,12.458,53.103,9.463,40,9.828,1302,10.622,15,12.8,288,11.944,457
derrick-j,8.239,77.911,1.64,4,4.799,113,3.684,5,8,26,7.899,38
derrick-j,9.995,63.039,6.989,13,8.985,573,7.945,9,9.6,126,9.583,193
derrick-j,9.995,63.039,6.989,13,8.985,573,7.945,9,9.6,126,9.583,193
derrick-j,11.208,42.937,17.181,2,11.225,156,15.717,1,15.6,34,10.746,52
derrick-j,10.504,72.109,5.699,15,7.232,544,6.735,9,10,128,10.071,182
derrick-j,22.076,-9.119,40.777,33,12.388,1139,34.24,3,36.8,238,21.166,381
derrick-j,13.428,49.991,9.862,52,11.859,1304,10.448,16,14,268,12.874,443
derrick-j,11.855,50.588,8.953,7,11.65,205,9.599,3,12,41,11.367,69
derrick-j,11.855,51.161,5.816,7,9.228,138,8.525,3,13.2,29,11.367,50
derrick-j,10.126,67.972,6.259,27,8.107,1104,7.243,18,9.2,251,9.708,370
derrick-j,10.686,64.855,7.243,28,9.247,1110,8.111,16,10.4,251,10.246,374
derrick-j,10.914,66.862,5.243,13,6.712,412,7.447,7,10.8,99,10.464,147
derrick-j,12.745,51.74,13.238,17,10.922,706,12.253,6,14.4,150,12.22,230
derrick-j,11.766,55.262,11.971,16,11.303,730,10.981,7,12.4,153,11.281,234
derrick-j,14.708625,21.52525,13.69075,335,12.691125,7496,13.88525,60,16.5,1425,14.102125,2639
derrick-j,10.952,62.723,7.687,15,8.122,622,9.076,8,11.2,147,10.5,218
derrick-j,5.145,31.577,4.4495,22,4.2435,1215,4.736,14,5.4,283,4.933,412
derrick-j,11.698,56.909,6.968,18,9.427,490,8.613,8,11.6,106,11.216,171
derrick-j,10.504,58.013,8.821,5,9.983,241,9.557,3,10.4,53,10.071,82
derrick-j,12.032,64.191,8.459,17,7.357,607,9.558,7,12.8,148,11.536,212
derrick-j,12.162,46.803,18.114,5,8.953,332,16.544,2,18,79,11.66,112
derrick-j,17.581,31.212,16.921,32,13.527,726,15.912,5,20,141,16.856,245
derrick-j,19.287,23.05,20.533,32,14.48,730,18.863,4,22.8,142,18.492,248
derrick-j,12.341,48.385,10.501,13,11.626,444,11.082,5,12.8,92,11.832,152
derrick-j,5.684,87.479,3.603,1,4.75,268,4.536,5,6,70,5.449,87
derrick-j,15.514,39.103,15.538,47,11.734,1371,14.836,10,17.6,283,14.874,465
derrick-j,9.607,71.846,4.533,9,7.432,347,6.113,7,8.8,81,9.211,118
derrick-j,14.555,-14.595,46.784,4,8.853,406,39.393,1,40.4,97,13.954,141
derrick-j,6.4195,29.4505,6.711,26,4.443,1140,6.276,9,7.8,272,6.1545,377
derrick-j,7.8715,20.5955,8.175,39,6.265,1164,7.5145,8,9.2,242,7.5465,386
derrick-j,12.54025,22.807,13.5455,168,8.78575,4652,13.08175,35,15.1,974,12.02325,1628
derrick-j,14.24975,23.917,12.8635,337,12.365125,7605,13.220375,65,15.85,1454,13.662125,2677
derrick-j,8.842,80.333,3.986,2,5.542,107,5.408,2,8,27,8.477,36
tholt-j,11.208,70.638,7.076,22,7.593,820,7.878,11,11.6,198,10.746,276
tholt-j,3.129,118.175,-0.59,0,0.76,16,-2.23,1,1.6,4,3,4
tholt-j,11.208,58.424,8.149,2,8.31,81,9.831,1,11.6,19,10.746,29
tholt-j,8.842,35.605,10.185,1,7.485,13,8.79,1,20.8,2,8.477,4
tholt-j,8.842,83.854,3.737,1,4.919,54,5.041,1,8.4,14,8.477,18
tholt-j,5.461,101.189,-0.759,1,1.568,156,0.926,6,3.6,43,5.236,50
tholt-j,21.194,-2.856,40.464,10,8.453,350,34.774,1,38.4,85,20.321,124
tholt-j,3.129,120.205,-11.01,0,-19.02,4,-3.01,1,0.8,2,3,2
tholt-j,21.194,-2.856,40.464,10,8.453,350,34.774,1,38.4,85,20.321,124
tholt-j,3.129,110.055,0.27,0,1.833,40,0.89,1,4.8,12,3,12
tholt-j,21.194,-2.856,40.464,10,8.453,350,34.774,1,38.4,85,20.321,124
tholt-j,8.842,78.873,4.274,1,7.967,33,3.997,1,8.4,7,8.477,10
tholt-j,3.129,116.145,-2.73,0,-1.167,20,-1.45,1,2.4,6,3,6
tholt-j,7.169,92.536,2.67,2,4.678,187,3.396,4,6.4,49,6.873,59
tholt-j,6.427,93.125,1.483,1,3.975,122,3.003,3,5.6,33,6.162,40
tholt-j,7.42,87.632,2.237,22,5.056,1450,3.317,39,6,358,7.114,465
tholt-j,11.208,65.725,4.41,2,5.76,56,7.57,1,11.2,14,10.746,21
tholt-j,6.627,86.943,2.106,3,5.474,272,3.182,8,4.8,66,6.354,87
tholt-j,7.169,83.749,3.876,1,7.532,76,3.69,2,5.2,17,6.873,23
tholt-j,15.248,42.761,17.92,18,11.055,652,16.176,4,18.8,143,14.619,216
tholt-j,6.427,100.567,-1.928,1,-0.039,86,1.468,3,4.8,27,6.162,31
tholt-j,3.129,103.687,1.168,0,3.52,72,1.157,2,3.6,19,3,21
tholt-j,3.129,120.205,-3.945,0,-10.185,7,-3.01,1,0.8,2,3,2
tholt-j,8.842,95.688,0.769,1,3.083,39,2.645,1,8,11,8.477,13
tholt-j,3.129,121.22,-2.09,0,-22.24,4,-3.4,1,0.4,1,3,1
tholt-j,3.129,84.523,7.125,0,5.154,82,6.935,1,8.8,22,3,26
tholt-j,7.169,85.135,4.276,1,4.404,126,5.732,2,7.6,35,6.873,43
tholt-j,3.129,86.705,3.352,0,5.938,42,3.65,1,4,10,3,13
tholt-j,9.889,74.126,6.547,14,7.557,703,7.144,10,10,170,9.481,232
tholt-j,9.387,72.314,7.489,6,8.609,371,7.446,5,9.2,86,9,119
tholt-j,11.208,63.104,14.124,4,8.028,267,12.656,2,15.6,66,10.746,86
tholt-j,3.129,103.044,2.929,0,6.284,31,0.626,1,2.8,7,3,8
tholt-j,10.126,72.54,7.43,3,6.473,162,8.234,2,10.8,41,9.708,55
tholt-j,3.129,77.905,0.765,0,-4.295,9,2.89,1,0.8,2,3,3
tholt-j,3.129,103.343,-1.98,0,-0.167,50,0.708,2,2.8,15,3,17
tholt-j,3.129,103.625,-0.887,0,0.637,33,1.29,1,4,10,3,11
tholt-j,7.169,95.661,1.946,2,2.898,204,3.705,4,7.2,61,6.873,69
tholt-j,7.794,85.569,0.395,2,2.656,102,3.643,3,6.4,28,7.472,37
tholt-j,9.851,75.475,4.173,18,5.896,696,6.038,13,9.2,173,9.445,241
tholt-j,7.794,72.492,4.288,2,7.776,103,4.97,3,6.4,22,7.472,33
tholt-j,7.169,95.165,3.588,1,6.232,85,2.47,2,6,20,6.873,24
tholt-j,11.208,73.17,7.317,6,8.77,203,6.78,3,11.2,45,10.746,63
tholt-j,6.938,86.276,1.969,4,5,360,3.793,9,5.6,93,6.651,121
tholt-j,10.126,68.94,4.414,3,6.702,104,6.749,2,9.6,25,9.708,37
tholt-j,7.794,97.169,-0.612,2,1.815,91,1.859,3,6,26,7.472,31
tholt-j,8.842,87.997,2.054,1,4.689,42,3.718,1,8,11,8.477,14
tholt-j,11.208,76.234,7.158,2,7.07,77,7.346,1,11.6,19,10.746,25
tholt-j,11.979,65.255,6.579,12,8.973,300,7.437,5,12.4,66,11.485,100
tholt-j,3.129,95.955,0.27,0,1.833,40,2.857,1,4.8,12,3,14
tholt-j,9.516,73.969,3.767,5,4.643,221,6.544,4,8.8,58,9.124,81
tholt-j,8.842,80.098,4.802,1,5.374,64,6.311,1,8.8,17,8.477,22
tholt-j,7.169,96.025,3.185,2,4.854,200,3.095,4,6.4,52,6.873,60
tholt-j,8.842,88.905,4.195,1,6.742,50,3.84,1,8,12,8.477,15
tholt-j,9.726,75.325,5.93,16,6.212,840,7.204,12,9.6,215,9.325,288
tholt-j,8.842,87.366,3.006,4,1.877,241,5.794,4,9.6,76,8.477,90
tholt-j,7.169,76.838,7.823,1,5.713,172,8.132,2,9.6,45,6.873,57
tholt-j,8.842,78.772,0.829,2,3.721,65,4.384,2,7.6,17,8.477,24
tholt-j,8.842,95.165,-1.829,1,-0.541,31,2.47,1,8,10,8.477,12
tholt-j,8.076,86.346,4.627,3,4.686,259,5.625,4,8.4,71,7.743,86
tholt-j,6.427,106.972,-0.464,2,2.104,181,0.45,6,4.4,51,6.162,55
tholt-j,9.607,77.583,3.351,9,6.133,321,5.242,7,8.8,79,9.211,110
tholt-j,14.555,47.751,10.343,8,12.304,168,10.822,2,16,34,13.954,57
tholt-j,3.129,95.42,1.877,0,2.342,104,3.925,2,6.4,32,3,36
tholt-j,7.169,101.271,-4.122,1,-2.595,34,0.5,2,5.6,11,6.873,13
tholt-j,8.842,83.009,0.649,1,1.682,43,4.911,1,8,13,8.477,17
tholt-j,3.129,114.115,-5.655,0,-4.075,20,-0.67,1,3.2,8,3,8
tholt-j,6.427,85.434,2.196,1,4.868,127,4.076,3,5.6,33,6.162,43
tholt-j,3.129,96.025,1.374,0,2.588,45,3.095,1,5.2,13,3,15
tholt-j,7.794,85.178,2.582,2,4.099,145,4.608,3,7.2,39,7.472,50
tholt-j,8.239,92.351,2.073,4,2.337,253,4.055,5,7.6,74,7.899,87
tholt-j,11.208,63.104,13.339,2,7.046,128,12.656,1,15.6,33,10.746,43
tholt-j,9.096,81.106,4.874,12,5.943,649,5.583,11,8.4,161,8.721,211
tholt-j,8.842,71.782,7.902,1,8,80,7.967,1,9.6,19,8.477,26
tholt-j,3.129,120.205,0.765,0,-4.295,9,-3.01,1,0.8,2,3,2
tholt-j,11.208,60.71,12.56,2,7.572,120,11.996,1,14,29,10.746,40
tholt-j,11.208,56.7,5.05,2,8.687,42,7.587,1,12.4,9,10.746,15
tholt-j,8.842,72.325,6.939,1,6.171,78,8.14,1,10,20,8.477,27
tholt-j,7.169,89.6,0.253,3,2.688,197,2.998,6,5.6,54,6.873,69
tholt-j,3.129,103.005,3.41,0,5.76,48,1.873,1,4.8,12,3,13
tholt-j,11.208,72.72,7.349,4,6.059,163,8.333,2,12,42,10.746,56
tholt-j,13.024,59.636,7.838,3,4.168,89,11.152,1,14.8,25,12.487,36
tholt-j,11.208,62.195,15.279,2,7.596,143,13.528,1,16.4,36,10.746,46
tholt-j,9.889,77.954,3.742,7,6.05,247,5.417,5,9.2,61,9.481,84
tholt-j,8.842,87.489,2.172,2,2.711,106,5.031,2,8.8,32,8.477,39
tholt-j,3.129,118.175,-6.477,0,-6.603,11,-2.23,1,1.6,4,3,4
tholt-j,11.004,60.705,9.06,19,10.887,785,8.941,10,10.8,167,10.55,255
tholt-j,3.129,119.698,-2.282,0,-5.418,19,-2.815,2,0.8,5,3,5
tholt-j,11.208,67.619,8.704,14,6.949,629,9.364,7,12,156,10.746,215
tholt-j,3.129,89.896,3.401,0,4.498,53,4.199,1,5.6,14,3,17
tholt-j,29.308,-13.827,29.888,21,17.737,279,27.361,1,36.4,49,28.1,99
tholt-j,11.793,58.737,10.025,23,10.718,883,9.762,10,12,189,11.307,288
